,name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,developer,rating
2799,The Lord of the Rings: The Return of the King,8,2003,8,7,0.4,0.15,0.0,0.01,0.56,77.0,13.0,8.2,11.0,243,3
2800,NHL Hitz 20-02,6,2001,0,39,0.28,0.22,0.0,0.07,0.56,78.0,18.0,7.6,8.0,168,0
2801,The Legend of Spyro: Dawn of the Dragon,0,2008,1,23,0.34,0.17,0.0,0.05,0.56,64.0,11.0,6.5,19.0,583,4
2802,Classic NES Series: Dr. Mario,8,2004,4,0,0.31,0.11,0.13,0.01,0.56,66.0,10.0,7.5,6.0,0,0
2803,The Sims: Bustin' Out,13,2003,7,7,0.4,0.14,0.0,0.02,0.56,81.0,26.0,8.9,12.0,89,3
2804,NCAA March Madness 07,6,2007,0,7,0.28,0.22,0.0,0.07,0.56,63.0,9.0,8.6,7.0,35,0
2805,"Monsters, Inc. Scream Team",12,2001,1,3,0.31,0.21,0.0,0.04,0.56,65.0,10.0,6.9,8.0,250,0
2806,"Warhammer 40,000: Space Marine",4,2011,6,28,0.25,0.26,0.0,0.06,0.56,76.0,57.0,7.8,232.0,584,2
2807,Harry Potter Collection,6,2006,5,7,0.28,0.21,0.0,0.07,0.56,,,,,22,4
2808,Top Spin 3,4,2008,8,2,0.09,0.4,0.0,0.07,0.56,78.0,47.0,7.6,36.0,571,0
2809,Cabela's Big Game Hunter 2005 Adventures,6,2004,0,4,0.28,0.21,0.0,0.07,0.56,55.0,4.0,8.4,16.0,287,3
2810,LEGO Rock Band,4,2009,5,19,0.4,0.11,0.0,0.05,0.56,71.0,50.0,7.2,31.0,64,4
2811,Knockout Kings 2001,6,2001,9,7,0.28,0.21,0.0,0.07,0.56,81.0,18.0,,,427,3
2812,Petz Dogz 2,6,2007,7,5,0.28,0.21,0.0,0.07,0.56,,,,,12,0
2813,Battlefield 2: Modern Combat,13,2005,6,7,0.39,0.15,0.0,0.02,0.56,80.0,49.0,8.2,29.0,474,3
2814,Tom Clancy's HAWX,5,2009,8,5,0.21,0.22,0.05,0.09,0.56,74.0,35.0,8.1,39.0,572,3
2815,All-Star Baseball 2002,6,2001,0,30,0.27,0.21,0.0,0.07,0.56,77.0,16.0,7.6,8.0,481,0
2816,Jillian Michaels Fitness Ultimatum 2010,0,2009,0,35,0.51,0.01,0.0,0.04,0.56,,,,,585,0
2817,Need for Speed: Most Wanted,19,2005,2,7,0.43,0.11,0.0,0.02,0.56,80.0,18.0,9.1,22.0,35,3
2818,Bolt,0,2008,10,32,0.19,0.31,0.0,0.06,0.56,50.0,4.0,5.8,5.0,260,4
2819,WWE Raw 2,13,2003,9,28,0.43,0.11,0.0,0.02,0.56,68.0,26.0,7.3,25.0,586,3
2820,Manhunt 2,6,2007,8,2,0.27,0.21,0.0,0.07,0.56,67.0,22.0,7.8,53.0,404,2
2821,Fullmetal Alchemist and the Broken Angel,6,2003,3,15,0.15,0.12,0.26,0.04,0.56,56.0,35.0,8.1,38.0,587,3
2822,Tony Hawk's Project 8,16,2006,0,4,0.41,0.07,0.0,0.07,0.56,68.0,11.0,7.6,14.0,367,3
2823,Batman Begins,6,2005,8,7,0.27,0.21,0.0,0.07,0.56,64.0,41.0,7.3,70.0,103,3
2824,Dogz,3,2006,7,5,0.5,0.01,0.0,0.04,0.56,,,7.8,9.0,358,0
2825,Tony Hawk's Proving Ground,4,2007,0,4,0.49,0.02,0.0,0.04,0.56,72.0,59.0,5.4,44.0,60,3
2826,Dr. Seuss' The Cat in the Hat,6,2003,5,23,0.27,0.21,0.0,0.07,0.56,56.0,6.0,6.5,8.0,588,0
2827,Barbie Groovy Games,8,2002,5,20,0.4,0.15,0.0,0.01,0.56,47.0,5.0,7.0,4.0,474,0
2828,Wolfenstein,4,2009,6,4,0.28,0.22,0.0,0.06,0.56,72.0,66.0,7.5,128.0,547,2
2829,Blinx: The Time Sweeper,13,2002,1,1,0.39,0.15,0.0,0.02,0.56,71.0,36.0,8.0,41.0,144,0
2830,ESPN NFL Football,6,2003,0,8,0.27,0.21,0.0,0.07,0.56,91.0,20.0,8.5,25.0,83,0
2831,Major League Baseball 2K5,13,2005,0,2,0.52,0.02,0.0,0.02,0.56,81.0,25.0,8.2,17.0,276,0
2832,Tetris Party Deluxe,0,2010,4,0,0.33,0.16,0.02,0.05,0.56,72.0,19.0,5.8,4.0,482,0
2833,Gravity Rush,22,2012,8,3,0.21,0.17,0.09,0.08,0.56,83.0,73.0,8.5,625.0,233,3
2834,Quantum Break,17,2016,8,1,0.3,0.2,0.01,0.05,0.56,77.0,106.0,6.8,1659.0,308,2
2835,Archer Maclean's Mercury,16,2005,4,110,0.17,0.24,0.0,0.14,0.56,75.0,39.0,6.6,21.0,589,0
2836,TMNT,4,2007,8,5,0.48,0.03,0.0,0.05,0.56,58.0,31.0,6.3,32.0,52,4
2837,Middle-Earth: Shadow of Mordor,5,2014,8,19,0.2,0.26,0.01,0.09,0.56,,,3.4,100.0,590,2
2838,Soldier of Fortune: Gold Edition,6,2001,6,34,0.27,0.21,0.0,0.07,0.56,59.0,14.0,6.8,17.0,591,2
2839,FIFA 15,0,2014,0,7,0.15,0.37,0.0,0.04,0.56,,,4.3,12.0,18,0
2840,Final Fantasy IV: The Complete Collection,16,2011,3,15,0.13,0.09,0.27,0.06,0.56,77.0,41.0,7.5,80.0,592,4
2841,Frontlines: Fuel of War,4,2008,6,28,0.34,0.15,0.01,0.05,0.56,75.0,55.0,7.8,77.0,279,3
2842,MX 2002 Featuring Ricky Carmichael,6,2001,2,28,0.27,0.21,0.0,0.07,0.56,76.0,17.0,8.3,9.0,505,0
2843,NCAA Football 07,13,2006,0,7,0.42,0.12,0.0,0.01,0.56,88.0,20.0,6.9,10.0,18,0
2844,Lunar: Silver Star Story Complete,12,1998,3,111,0.27,0.18,0.06,0.04,0.55,78.0,15.0,9.1,35.0,9,3
2845,Harvest Moon: The Tale of Two Towns,3,2010,7,112,0.25,0.05,0.22,0.03,0.55,68.0,6.0,7.5,13.0,456,0
2846,No More Heroes,0,2007,8,61,0.29,0.17,0.04,0.05,0.55,83.0,64.0,8.4,259.0,535,2
2847,God of War: Origins Collection,5,2011,8,3,0.39,0.08,0.02,0.06,0.55,84.0,58.0,8.4,208.0,75,2
2848,Dora The Explorer: Dora Saves the Snow Princess,0,2008,1,2,0.49,0.02,0.0,0.04,0.55,47.0,4.0,7.0,5.0,337,0
2849,Soul Reaver 2,6,2001,8,21,0.27,0.21,0.0,0.07,0.55,80.0,22.0,8.5,35.0,298,2
2850,Metal Gear Solid 3: Subsistence,6,2005,8,14,0.34,0.01,0.15,0.06,0.55,94.0,53.0,9.3,439.0,593,2
2851,Enslaved: Odyssey to the West,5,2010,8,25,0.24,0.22,0.01,0.09,0.55,80.0,53.0,7.4,312.0,257,3
2852,WWF Raw,13,2002,9,28,0.4,0.13,0.0,0.02,0.55,68.0,33.0,6.6,15.0,586,3
2853,Guitar Hero Live,17,2015,5,4,0.3,0.2,0.0,0.05,0.55,81.0,21.0,5.1,69.0,368,3
2854,Catz,3,2006,7,5,0.49,0.02,0.0,0.04,0.55,,,5.3,16.0,390,0
2855,Extermination,6,2001,8,3,0.21,0.16,0.12,0.05,0.55,67.0,19.0,7.8,19.0,594,2
2856,Batman: Vengeance,6,2001,10,5,0.27,0.21,0.0,0.07,0.55,68.0,19.0,6.7,12.0,12,3
2857,Hot Shots Golf: World Invitational,22,2011,0,3,0.15,0.11,0.25,0.05,0.55,76.0,55.0,8.1,77.0,130,0
2858,Tony Hawk's Pro Skater 3,13,2002,0,4,0.34,0.18,0.0,0.02,0.55,93.0,22.0,8.4,17.0,60,3
2859,Mega Man Zero,8,2002,1,12,0.22,0.08,0.24,0.01,0.55,82.0,17.0,8.9,31.0,595,0
2860,Contender 2,12,2000,9,113,0.31,0.21,0.0,0.04,0.55,,,,,596,3
2861,Resident Evil: Revelations 2,9,2015,8,12,0.13,0.24,0.1,0.07,0.55,75.0,30.0,7.7,284.0,48,2
2862,LEGO Dimensions,5,2015,8,19,0.17,0.3,0.0,0.09,0.55,,,6.4,18.0,1,1
2863,NBA 2K8,5,2007,0,2,0.5,0.01,0.0,0.05,0.55,81.0,18.0,6.8,19.0,83,0
2864,Rayman Origins,0,2011,1,5,0.21,0.27,0.0,0.06,0.55,92.0,13.0,8.3,127.0,399,4
2865,Assassin's Creed: Unity,14,2014,8,5,0.18,0.33,0.0,0.04,0.55,70.0,10.0,3.0,1463.0,82,2
2866,MX vs. ATV: Alive,4,2011,2,28,0.37,0.13,0.0,0.04,0.55,63.0,43.0,7.2,24.0,597,0
2867,Shrek 2,13,2004,1,4,0.4,0.13,0.0,0.02,0.55,72.0,31.0,8.4,5.0,109,0
2868,Purr Pals,3,2007,7,28,0.18,0.35,0.0,0.02,0.55,67.0,4.0,6.8,6.0,598,0
2869,Assassin's Creed II,14,2010,8,5,0.01,0.45,0.0,0.09,0.55,86.0,22.0,6.9,1611.0,52,2
2870,Tak and the Power of Juju,8,2003,1,28,0.39,0.15,0.0,0.01,0.55,79.0,28.0,9.2,19.0,260,0
2871,Lips: Number One Hits,4,2009,5,1,0.15,0.34,0.0,0.06,0.55,70.0,22.0,7.6,7.0,476,3
2872,Turok: Evolution,13,2002,6,30,0.39,0.14,0.0,0.02,0.55,68.0,25.0,6.7,9.0,310,2
2873,Jak X: Combat Racing,6,2005,2,3,0.45,0.02,0.0,0.07,0.55,76.0,46.0,7.7,63.0,33,3
2874,American Idol,6,2003,5,34,0.27,0.21,0.0,0.07,0.55,41.0,14.0,4.8,12.0,599,0
2875,Barbie Horse Adventures: Riding Camp,3,2008,0,4,0.5,0.0,0.0,0.04,0.55,,,,,242,0
2876,Red Dead Revolver,13,2004,6,2,0.4,0.12,0.0,0.02,0.55,74.0,61.0,8.5,26.0,39,2
2877,CrossworDS,3,2008,4,41,0.5,0.0,0.0,0.04,0.55,67.0,19.0,6.8,6.0,600,0
2878,Viva Pinata: Pocket Paradise,3,2008,7,28,0.26,0.23,0.0,0.06,0.55,82.0,34.0,7.1,15.0,43,0
2879,Petz Catz Clan,3,2008,7,5,0.47,0.03,0.0,0.04,0.54,,,,,601,0
2880,ZhuZhu Pets 2: Featuring The Wild Bunch,3,2010,7,4,0.4,0.1,0.0,0.04,0.54,,,,,242,0
2881,Sly Cooper: Thieves in Time,5,2013,1,16,0.35,0.12,0.0,0.08,0.54,75.0,69.0,8.3,343.0,523,4
2882,Iron Man,6,2008,8,8,0.36,0.0,0.0,0.19,0.54,47.0,8.0,5.6,15.0,250,3
2883,Spec Ops: The Line,5,2012,6,2,0.19,0.23,0.04,0.08,0.54,77.0,27.0,8.0,350.0,602,2
2884,The SpongeBob SquarePants Movie,13,2004,1,28,0.4,0.12,0.0,0.02,0.54,74.0,14.0,8.5,8.0,172,0
2885,NHL 14,5,2013,0,7,0.28,0.17,0.0,0.09,0.54,80.0,22.0,6.0,79.0,22,4
2886,F1 2013,5,2013,2,34,0.01,0.42,0.03,0.09,0.54,77.0,22.0,6.3,40.0,306,0
2887,Legends of WrestleMania,5,2009,9,28,0.3,0.16,0.0,0.07,0.54,70.0,43.0,6.5,19.0,156,3
2888,Are You Smarter than a 5th Grader? Make the Grade,0,2008,5,28,0.5,0.0,0.0,0.04,0.54,,,,,166,0
2889,Tiger Woods PGA Tour 08,4,2007,0,7,0.49,0.02,0.0,0.04,0.54,80.0,45.0,7.8,26.0,388,0
2890,Dance Dance Revolution Ultramix,13,2003,7,14,0.42,0.11,0.0,0.02,0.54,82.0,24.0,8.8,10.0,170,0
2891,Crash Tag Team Racing,6,2005,2,23,0.27,0.21,0.0,0.07,0.54,66.0,21.0,7.0,49.0,311,4
2892,Front Mission 4,6,2003,11,15,0.14,0.11,0.25,0.04,0.54,75.0,39.0,8.6,22.0,46,3
2893,Rayman Origins,22,2012,1,5,0.12,0.33,0.0,0.09,0.54,88.0,54.0,8.4,298.0,399,4
2894,F.E.A.R.,5,2007,6,23,0.18,0.26,0.0,0.1,0.54,72.0,31.0,7.4,64.0,351,2
2895,Enslaved: Odyssey to the West,4,2010,8,25,0.3,0.19,0.0,0.05,0.54,82.0,72.0,7.8,295.0,257,3
2896,Dragon Ball Z: Shin Budokai,16,2006,9,10,0.26,0.08,0.13,0.07,0.54,70.0,21.0,8.1,19.0,117,3
2897,Tiger Woods PGA Tour 13,5,2012,0,7,0.24,0.21,0.0,0.08,0.54,75.0,14.0,5.7,9.0,22,0
2898,Dynasty Warriors: Gundam 3,5,2010,8,48,0.11,0.04,0.36,0.02,0.54,58.0,18.0,7.5,20.0,603,3
2899,Def Jam: Fight for NY,13,0,9,7,0.43,0.1,0.0,0.02,0.54,84.0,33.0,8.5,13.0,203,2
2900,Tony Hawk: Shred,0,2010,0,4,0.39,0.11,0.0,0.04,0.54,,,7.0,7.0,560,0
2901,Tiger Woods PGA Tour 11,0,2010,0,7,0.23,0.25,0.0,0.06,0.54,84.0,29.0,8.3,23.0,18,0
2902,NBA Live 10,5,2009,0,7,0.46,0.02,0.01,0.05,0.54,81.0,32.0,7.5,25.0,35,0
2903,Metro 2033,4,2010,6,28,0.22,0.23,0.03,0.05,0.54,77.0,83.0,7.9,351.0,604,2
2904,Fire Emblem: Path of Radiance,19,2005,8,0,0.29,0.08,0.16,0.01,0.54,85.0,42.0,8.9,141.0,55,3
2905,Hotel Dusk: Room 215,3,2007,10,0,0.26,0.04,0.22,0.03,0.54,78.0,57.0,8.6,102.0,605,3
2906,Final Fantasy Explorers,10,2014,3,15,0.16,0.07,0.28,0.02,0.54,69.0,57.0,7.0,87.0,587,4
2907,SSX Tricky,19,2001,0,7,0.42,0.11,0.0,0.01,0.54,87.0,20.0,8.6,18.0,255,0
2908,Greg Hastings' Tournament Paintball,13,2004,6,4,0.46,0.06,0.0,0.02,0.54,74.0,11.0,9.2,42.0,606,3
2909,ESPN NBA Basketball,6,2003,0,8,0.26,0.21,0.0,0.07,0.54,89.0,18.0,8.4,38.0,83,0
2910,Dragon Ball Z: Ultimate Tenkaichi,4,2011,9,25,0.39,0.1,0.01,0.04,0.54,55.0,24.0,5.8,52.0,256,3
2911,Sacred 2: Fallen Angel,4,2009,3,41,0.29,0.16,0.04,0.05,0.54,71.0,56.0,7.3,64.0,561,2
2912,Two Worlds II,4,2011,3,53,0.4,0.07,0.03,0.03,0.54,67.0,50.0,6.6,140.0,509,2
2913,Over the Hedge,6,2006,1,4,0.45,0.02,0.0,0.07,0.54,58.0,29.0,8.6,10.0,142,4
2914,Mat Hoffman's Pro BMX,12,2001,0,4,0.3,0.2,0.0,0.04,0.54,80.0,15.0,8.6,16.0,249,0
2915,Phineas and Ferb: Across the 2nd Dimension,3,2011,8,32,0.31,0.18,0.0,0.05,0.54,47.0,5.0,,,217,0
2916,50 Classic Games,3,2009,5,114,0.5,0.0,0.0,0.04,0.54,,,,,607,0
2917,NHL 14,4,2013,0,7,0.4,0.09,0.0,0.05,0.54,81.0,30.0,5.9,92.0,22,4
2918,Petz Nursery,3,2009,7,5,0.5,0.0,0.0,0.04,0.54,,,,,601,0
2919,The Hobbit,6,2003,1,23,0.26,0.2,0.0,0.07,0.54,59.0,17.0,8.6,14.0,608,0
2920,War of the Monsters,6,2003,9,3,0.26,0.2,0.0,0.07,0.54,80.0,41.0,8.9,68.0,292,3
2921,Harry Potter and the Deathly Hallows - Part 1,0,2010,8,7,0.22,0.27,0.0,0.05,0.54,41.0,8.0,5.0,11.0,22,3
2922,NBA Street Vol. 2,19,0,0,7,0.41,0.11,0.0,0.01,0.54,88.0,16.0,8.1,7.0,22,0
2923,The Incredible Hulk: Ultimate Destruction,6,2005,8,23,0.26,0.2,0.0,0.07,0.54,83.0,41.0,8.7,38.0,311,3
2924,Time Crisis: Razing Storm,5,2010,6,25,0.18,0.2,0.07,0.08,0.54,58.0,49.0,5.9,15.0,340,3
2925,Summer Sports: Paradise Island,0,2008,0,5,0.48,0.01,0.0,0.04,0.53,46.0,7.0,4.6,7.0,609,0
2926,Time Crisis II,6,2001,6,25,0.26,0.2,0.0,0.07,0.53,81.0,21.0,7.9,20.0,32,3
2927,NCAA March Madness 06,6,2005,0,7,0.45,0.02,0.0,0.07,0.53,78.0,19.0,9.1,13.0,35,0
2928,LEGO Dimensions,18,2015,8,19,0.3,0.18,0.0,0.05,0.53,62.0,5.0,6.5,29.0,50,4
2929,Valkyria Chronicles II,16,2010,3,8,0.12,0.15,0.18,0.09,0.53,83.0,54.0,8.1,67.0,180,3
2930,Monster High: Ghoul Spirit,0,2011,5,28,0.42,0.07,0.0,0.04,0.53,,,,,166,0
2931,Tatsunoko vs. Capcom: Ultimate All-Stars,0,2010,9,12,0.3,0.15,0.03,0.05,0.53,85.0,62.0,8.8,85.0,610,3
2932,Rune Factory: A Fantasy Harvest Moon,3,2006,3,61,0.35,0.01,0.14,0.03,0.53,78.0,26.0,8.1,52.0,578,0
2933,Legacy of Kain: Defiance,6,2003,8,21,0.26,0.2,0.0,0.07,0.53,75.0,34.0,9.3,49.0,298,2
2934,NCAA March Madness 2005,6,2004,0,7,0.44,0.02,0.0,0.07,0.53,78.0,19.0,8.3,13.0,35,0
2935,007 Racing,12,2000,2,7,0.3,0.2,0.0,0.03,0.53,51.0,16.0,4.6,14.0,452,3
2936,Tactics Ogre: Let Us Cling Together,16,2010,3,15,0.15,0.07,0.27,0.05,0.53,87.0,49.0,8.8,102.0,46,3
2937,Conflict: Vietnam,6,2004,6,88,0.26,0.2,0.0,0.07,0.53,58.0,24.0,8.1,21.0,262,2
2938,Dragon's Crown,5,2013,3,98,0.25,0.07,0.17,0.05,0.53,82.0,62.0,8.3,288.0,565,3
2939,MLB SlugFest 20-04,6,2003,0,39,0.26,0.2,0.0,0.07,0.53,78.0,23.0,8.3,8.0,162,0
2940,NASCAR 09,6,2008,2,7,0.26,0.2,0.0,0.07,0.53,,,7.9,8.0,57,0
2941,Blitz: The League,13,2004,0,39,0.4,0.11,0.0,0.02,0.53,78.0,30.0,7.7,14.0,162,2
2942,Manhunt 2,0,2007,8,2,0.25,0.23,0.0,0.06,0.53,62.0,38.0,7.1,46.0,106,2
2943,Just Dance 2015,17,2014,5,5,0.35,0.13,0.0,0.05,0.53,70.0,17.0,7.5,20.0,12,4
2944,The LEGO Movie Videogame,17,2014,8,19,0.35,0.13,0.0,0.05,0.53,69.0,18.0,6.9,49.0,182,4
2945,Overwatch,14,2016,6,4,0.25,0.24,0.0,0.04,0.53,91.0,62.0,6.8,4052.0,41,3
2946,Monster Jam: Path of Destruction,0,2010,2,4,0.48,0.02,0.0,0.03,0.53,,,,,329,0
2947,Peter Jackson's King Kong: The Official Game of the Movie,13,2005,8,5,0.34,0.17,0.0,0.02,0.53,82.0,43.0,8.5,11.0,195,3
2948,Burnout Revenge,13,2005,2,7,0.32,0.19,0.0,0.01,0.53,89.0,65.0,8.4,66.0,139,4
2949,Medal of Honor: European Assault,13,2005,6,7,0.32,0.19,0.0,0.02,0.53,72.0,42.0,7.0,15.0,36,3
2950,Ty the Tasmanian Tiger 2: Bush Rescue,6,2004,1,7,0.26,0.2,0.0,0.07,0.53,71.0,24.0,8.2,22.0,213,0
2951,The Lord of the Rings: The Fellowship of the Ring,13,2002,8,20,0.31,0.19,0.0,0.03,0.53,59.0,23.0,6.6,10.0,606,3
2952,NBA 06,6,2005,0,3,0.26,0.2,0.0,0.07,0.53,63.0,26.0,6.3,27.0,611,0
2953,Excite Truck,0,2006,2,0,0.39,0.03,0.08,0.04,0.53,72.0,57.0,8.4,83.0,412,0
2954,Magician's Quest: Mysterious Times,3,2008,3,14,0.04,0.01,0.48,0.0,0.53,69.0,13.0,7.6,9.0,69,4
2955,Hello Kitty: Big City Dreams,3,2008,4,71,0.42,0.07,0.0,0.04,0.53,,,,,502,0
2956,X-Men Legends,19,2004,3,4,0.41,0.11,0.0,0.01,0.53,81.0,36.0,8.5,11.0,161,3
2957,G-Force,3,2009,8,32,0.26,0.21,0.0,0.05,0.53,,,9.0,5.0,612,4
2958,StarCraft II: Legacy of the Void,14,2015,11,4,0.19,0.29,0.0,0.04,0.53,88.0,62.0,8.3,833.0,41,3
2959,Jewel Master Egypt,3,2009,4,105,0.21,0.27,0.0,0.05,0.53,56.0,9.0,,,613,0
2960,ModNation Racers,16,2010,2,3,0.11,0.26,0.02,0.14,0.53,73.0,22.0,7.7,22.0,421,0
2961,LEGO Dimensions,4,2015,8,19,0.26,0.23,0.0,0.04,0.53,,,6.1,18.0,1,1
2962,WWE SmackDown vs. Raw 2010,3,2009,9,28,0.35,0.13,0.0,0.05,0.53,75.0,7.0,8.3,4.0,156,3
2963,Are You Smarter Than A 5th Grader?,3,2007,5,51,0.48,0.0,0.0,0.04,0.53,,,,,614,0
2964,Oni,6,2001,8,2,0.26,0.2,0.0,0.07,0.53,69.0,24.0,7.8,22.0,106,3
2965,Tom Clancy's Ghost Recon Advanced Warfighter 2,16,2007,6,5,0.35,0.09,0.0,0.08,0.53,61.0,12.0,6.4,9.0,615,3
2966,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,0,2008,8,28,0.49,0.0,0.0,0.04,0.53,47.0,5.0,5.4,10.0,402,0
2967,Terminator Salvation,5,2009,6,19,0.13,0.28,0.01,0.1,0.53,43.0,41.0,3.9,70.0,616,3
2968,How to Train Your Dragon,3,2010,8,4,0.31,0.17,0.0,0.05,0.53,60.0,8.0,,,243,4
2969,The Lord of the Rings: The Two Towers,19,2002,8,7,0.41,0.11,0.0,0.01,0.53,82.0,13.0,8.7,23.0,65,3
2970,Batman: Arkham City,14,2011,8,19,0.16,0.28,0.0,0.09,0.53,91.0,27.0,8.6,1847.0,54,3
2971,Juiced,6,2005,2,28,0.26,0.2,0.0,0.07,0.53,68.0,36.0,7.7,24.0,546,3
2972,The Warriors,6,2005,8,2,0.44,0.02,0.0,0.07,0.53,84.0,52.0,8.5,72.0,106,2
2973,Star Fox Command,3,2006,6,0,0.38,0.01,0.1,0.04,0.53,76.0,56.0,7.3,56.0,617,4
2974,Dragon Age: Inquisition,4,2014,3,7,0.36,0.12,0.0,0.05,0.53,,,5.1,235.0,116,2
2975,Bulletstorm,5,2011,6,7,0.23,0.2,0.01,0.08,0.53,83.0,57.0,7.7,288.0,391,2
2976,Return to Castle Wolfenstein: Operation Resurrection,6,2003,6,4,0.26,0.2,0.0,0.07,0.53,66.0,21.0,8.0,23.0,618,2
2977,Mario Tennis: Power Tour,8,2005,0,0,0.24,0.09,0.19,0.01,0.52,81.0,21.0,8.0,25.0,226,0
2978,Seaman,21,1999,7,8,0.0,0.0,0.52,0.0,0.52,82.0,24.0,8.4,16.0,619,3
2979,The Grinch,12,1999,10,14,0.29,0.2,0.0,0.03,0.52,55.0,8.0,,,620,0
2980,Tales of Symphonia,5,2013,3,25,0.21,0.12,0.13,0.07,0.52,,,7.2,6.0,145,3
2981,Michael Jackson: The Experience,5,2011,5,5,0.25,0.19,0.0,0.08,0.52,66.0,11.0,8.4,16.0,52,4
2982,Stuntman: Ignition,5,2007,2,28,0.17,0.26,0.0,0.1,0.52,76.0,18.0,6.2,12.0,251,3
2983,F.E.A.R. 2: Project Origin,4,2009,6,19,0.32,0.15,0.0,0.05,0.52,77.0,68.0,8.0,114.0,124,2
2984,Mystery Dungeon: Shiren the Wanderer,3,2006,3,8,0.17,0.0,0.33,0.02,0.52,69.0,27.0,8.2,21.0,196,0
2985,GT Pro Series,0,2006,2,5,0.46,0.01,0.02,0.04,0.52,41.0,15.0,4.0,21.0,358,0
2986,Tiger Woods PGA Tour 11,4,2010,0,7,0.28,0.19,0.0,0.05,0.52,79.0,51.0,7.8,19.0,18,0
2987,The Golden Compass,6,2007,8,8,0.13,0.0,0.0,0.39,0.52,46.0,10.0,5.2,6.0,110,4
2988,Final Fantasy Chronicles,12,2001,3,54,0.29,0.2,0.0,0.03,0.52,89.0,15.0,9.1,37.0,91,3
2989,F1 2009,16,2009,2,34,0.08,0.29,0.0,0.16,0.52,68.0,23.0,7.2,14.0,129,0
2990,Syphon Filter 3,12,2001,6,3,0.29,0.2,0.0,0.03,0.52,73.0,19.0,8.5,36.0,436,2
2991,Metal Gear Solid 2: Substance,6,2002,8,14,0.18,0.14,0.16,0.05,0.52,87.0,17.0,9.0,126.0,44,2
2992,Tales of Symphonia: Dawn of the New World,0,2008,3,25,0.21,0.04,0.24,0.02,0.52,68.0,46.0,7.1,93.0,247,3
2993,NBA Live 08,4,2007,0,7,0.47,0.0,0.0,0.04,0.52,73.0,37.0,5.3,19.0,35,0
2994,Guinness World Records: The Videogame,3,2008,8,19,0.47,0.01,0.0,0.04,0.52,70.0,4.0,,,64,0
2995,We Love Katamari,6,2005,4,7,0.26,0.2,0.0,0.07,0.52,86.0,61.0,8.9,51.0,32,0
2996,Sesame Street: Once Upon A Monster,4,2011,5,19,0.39,0.09,0.0,0.04,0.52,79.0,26.0,6.9,22.0,406,0
2997,NCAA Football 2003,13,2002,0,7,0.39,0.11,0.0,0.02,0.52,90.0,14.0,8.2,15.0,18,0
2998,We Cheer,0,2008,7,11,0.47,0.0,0.0,0.04,0.52,56.0,12.0,7.3,13.0,621,4
2999,Madden NFL 07,5,2006,0,7,0.47,0.0,0.01,0.04,0.52,76.0,25.0,4.2,22.0,57,0
3000,Ready 2 Rumble Boxing: Round 2,12,2000,9,39,0.29,0.2,0.0,0.03,0.52,68.0,5.0,,,622,3
3001,LEGO Jurassic World,18,2015,8,19,0.27,0.19,0.02,0.04,0.52,71.0,5.0,8.1,14.0,182,4
3002,NBA Live 09,5,2008,0,7,0.46,0.0,0.02,0.04,0.52,75.0,32.0,7.8,15.0,35,0
3003,Rory McIlroy PGA Tour,9,2015,8,7,0.18,0.25,0.0,0.08,0.52,61.0,33.0,3.7,78.0,57,0
3004,SingStar Dance,5,2010,5,3,0.09,0.31,0.0,0.11,0.52,65.0,21.0,3.9,8.0,223,3
3005,Lords of the Fallen,9,2014,3,15,0.18,0.24,0.02,0.08,0.52,68.0,45.0,6.6,425.0,623,2
3006,Swing Away Golf,6,2000,0,7,0.17,0.13,0.18,0.04,0.52,78.0,15.0,,,624,0
3007,Tomb Raider: Legend,6,2006,8,21,0.25,0.19,0.02,0.06,0.52,82.0,43.0,7.1,96.0,298,3
3008,Freedom Fighters,6,2003,6,7,0.25,0.2,0.0,0.07,0.52,81.0,26.0,8.4,57.0,126,3
3009,Silent Hill: Origins,16,2007,8,14,0.22,0.15,0.04,0.1,0.52,78.0,40.0,7.8,107.0,625,2
3010,Gun,13,2005,6,4,0.38,0.12,0.0,0.02,0.52,79.0,55.0,7.8,29.0,60,2
3011,That's So Raven 2: Supernatural Style,8,2005,10,32,0.37,0.14,0.0,0.01,0.52,52.0,5.0,,,250,0
3012,Fight Night Round 3,16,2006,9,7,0.46,0.01,0.0,0.04,0.52,74.0,22.0,8.1,22.0,252,3
3013,The Punisher,6,2005,8,28,0.25,0.2,0.0,0.07,0.52,68.0,44.0,8.2,56.0,119,2
3014,Kirby and the Rainbow Curse,18,2015,1,0,0.22,0.13,0.12,0.04,0.52,73.0,72.0,8.0,227.0,34,0
3015,SSX On Tour,6,2005,0,7,0.25,0.2,0.0,0.07,0.52,80.0,41.0,7.9,26.0,35,0
3016,Disgaea 3: Absence of Justice,5,2008,3,15,0.33,0.03,0.11,0.04,0.52,78.0,51.0,7.5,150.0,577,3
3017,Tony Hawk's Pro Skater 3,8,2002,0,4,0.37,0.14,0.0,0.01,0.52,90.0,20.0,8.0,6.0,67,0
3018,Way of the Samurai 3,5,2008,8,115,0.18,0.08,0.22,0.04,0.52,58.0,18.0,7.9,22.0,198,2
